,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,HDD Capacity,Processor Variant,Chipset,Memory Slots,Expandable Memory,RPM,Graphic Processor,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Model Name,Clock Speed,RAM Frequency,Cache,Number of Cores,Multi Card Slot,Sound Chip,Domestic Warranty,Lock Port,Other Accessories,VGA Port,International Warranty,Security Chip,MRP Price,Discount,Discounted_price,Antivirus,Laptop Bag,Optane Memory,Dock Port,RJ11,Read/Write Speed,Stylus Included,Supported Operating System,Wireless WAN,Recovery Options,Face Recognition,NFC Support,EMMC Storage Capacity,Inbuilt 4G LTE,S-video,Firewire Port,Brand
562,"Laptop, Power Adaptor, User Guide, Warranty Documents",14-ce3024TX,8QG95PA#ACJ,Pavilion 14-ce,Mineral Silver,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,3 cell,Yes,GDDR5,2 GB,Intel,Core i7,10th Gen,Yes,512 GB,8 GB,DDR4,,1065G7,,,Upto 16 GB,,NVIDIA GeForce MX250,64 bit,Windows 10 Home,64 bit,Yes,Yes,"2 x USB 3.1 (1st Gen (Data Transfer Only)), 1 x USB 3.1 Type C (1st Gen (Data Transfer Only))",1 x HDMI Port (v1.4),,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit UWVA Microedge Narrow Border Display (250 nits Brightness, 157 ppi, 45% Color Gamut)",Built-in Dual Speakers,Built-in Dual Array Digital Microphone,"Bang and Olufsen Play, HP Audio Boost 1.0",,Intel Wireless-AC 9560 802.11b/g/n/ac (2x2),v5.0,Integrated 10/100/1000 Gigabit LAN,326 x 225 x 17.9 mm,1.59 kg,Not Available,"HP Wide Vision HD Webcam (720P at 30 fps, 88 Degree WFOV)",Yes,Full-size Island-style Backlit Keyboard,,HP Imagepad with Multi-touch Gesture Support,"Built-in Alexa, HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP CoolSense, HP Support Assistant, HP Documentation, HP JumpStart, Microsoft Office Home and Student 2019","41 WHrs Battery with Fast Charge Supports, Miracast Certified",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,1.3 GHz with Turbo Boost Upto 3.9 GHz,2666 MHz,8 MB,4,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,,,,,,"76,990",28%,"54,990",,,,,,,,,,HP Recovery Manager,,,,,,,ASUS
563,"Laptop, Battery, Power Adaptor, User Guide",Modern 14 B10MW-423IN,9S7-14D114-423,Modern 14,Carbon Grey,Laptop,Processing & Multitasking,,65 W AC Adapter,3 cell,No,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,10210U,,,,,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 3.2 Type C (2nd Gen), 2 x USB 2.0 Type A",1 x HDMI Port (4K at 30 Hz),NVMe PCIe,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display (60 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphones,2 x 2 W Stereo Speakers with Hi-Res Audio,,Intel Wireless-AC 9560 (2x2 a/c),v5.0,,319 x 220 x 16.9 mm,1.3 kg,Not Available,720P HD Webcam (720p at 30 fps),No,Single Backlight White Keyboard,Yes,Touchpad,"Cooler Boost, Nahimic 3, Creator Center","52 WHr Li-ion Battery, Military Grade Durability",1 Year Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1.6 GHz with Turbo Boost Upto 4.2 GHz,2666 MHz,6 MB,4,Micro SD Card Reader,Realtek ALC 233,1 Year,,,,,,"1,45,990",28%,"1,04,990",,,,,,,,,,,,,,,,,MSI
564,"Laptop, Power Adaptor, Lenovo Gaming M100 RGB Mouse, User Guide, Warranty Documents",15IMH05D,81Y400BQIN / 81Y400VAIN,IdeaPad Gaming 3i,Onyx Black,Gaming Laptop,"Processing & Multitasking, Gaming",Upto 8 hours,135 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i7,10th Gen,Yes,256 GB,8 GB,DDR4,1 TB,10750H,Intel HM470,2 Slots,Upto 16 GB,5400,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,64 bit,Yes,Yes,"2 x USB 3.1 (1st Gen), 1 x USB 3.1 Type C (1st Gen)",1 x HDMI Port (v2.0),,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 45% Gamut, 60 Hz Refresh Rate, 16:9 Aspect Ratio)",Built-in Dual Speakers,Integrated Dual Array Microphone,2 x 1.5 W Stereo Speakers with Dolby Audio,60 Hz,IEEE 802.11ax (2x2),v5.0,100/1000 Mbps (Gigabit Ethernet),359 x 249.6 x 24.9 mm,2.2 kg,Not Available,HD 720P Webcam (with Privacy Shutter),,Blue Backlit English Keyboard,Yes,Multi-touch Touchpad,,45 WHr Li-ion Polymer Battery with Quick Charge Support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.6 GHz with Turbo Boost Upto 5 GHz,2933 MHz,12 MB,6,,,1 Year,,,,,TPM 2.0,"40,957",9% ,"36,990",,,,,,,,,,,,,,,,,HP
565,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq0132AU,3M184PA#ACJ,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,3 cell,Yes,,,AMD,Ryzen 7 Quad Core,,Yes,512 GB,8 GB,DDR4,,3700U,,,,,AMD Radeon RX Vega 10,64 bit,Windows 10 Home,64 bit,Yes,,,1 x HDMI Port,Solid State,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Microphone,,,Realtek RTL8723DE 802.11b/g/n (1x1),v4.2,,358 x 242 x 17.9 mm,1.69 kg,Not Available,HD Webcam,,Full-size Island-style Keyboard with Numeric Keypad,No,Multi-gesture Touchpad,Microsoft Office Home and Student 2019,41 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.3 GHz with Turbo Boost Upto 4.0 GHz,,6 MB,4,Micro SD Card Reader,,1 Year,,,,,,"45,990",17%,"37,990",,,,,,,,Windows 10 Home Single Language 64,,,,,,,,,ASUS
566,"laptop, adaptor",NH.Q9MSI.006,AN515-44,,Black,Laptop,Gaming,upto 4 hours,,,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,,,,,,,NVIDIA GeForce GTX NVIDIA® GeForce® GTX 1650 with 4 GB GDDR6 memory,,Windows 10 Home,,,,,,,No,39.62 cm (15.6 inch),1920x1080 pixel,,,,,,,yes,,,,Not Available,,,,,,,,1 year warranty,onsite,manufacture defect,physical gamade,Nitro 5,,,,,,,,,,,,,"63,790",29%,"44,990",,,,,,,,,,,,,,,,,Lenovo
567,"Laptop, Power Adaptor, User Guide, Warranty Documents",GF63 Thin 9SCSR -1040IN,9S7-16R412-1040,GF63 Thin,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,Yes,512 GB,8 GB,DDR4,,9300H,Intel HM370,,,,NVIDIA GeForce GTX 1650 Ti with Max-Q,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.2 Type C (1st Gen), 3 x USB 3.2 Type A (1st Gen)",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60 Hz Refresh Rate, 45% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Microphone,2 x 2 W Speakers,,Intel Wireless-AC 9560 (2x2 ac),v5.0,Yes,359 x 254 x 21.7 mm,1.86 kg,Not Available,HD Webcam (720p at 30 fps),,Single Backlight Keyboard (Red),Yes,Touchpad,"Cooler Boost 5, Audio Boost, Dragon Center, Nahimic 3",51 WHr Li-ion Battery,2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,2.4 GHz with Turbo Boost Upto 4.1 GHz,2666 MHz,8 MB,4,,Realtek ALC 233,2 Year,,,,,,"57,240",12%,"49,990",,,,,,,,,,,,,,,,,MSI
568,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",15-EP0142TX,226Q4PA#ACJ,Envy,Natural Silver,2 in 1 Laptop,Processing & Multitasking,,,6 cell,Yes,GDDR6,6 GB,Intel,Core i7,10th Gen,Yes,1 TB,16 GB,DDR4,,10750H,,,,,NVIDIA GeForce RTX 2060 with Max-Q Design,64 bit,Windows 10 Home,64 bit,Yes,,"2 x Thunderbolt 3 (40 Gbps Signaling Rate) with SuperSpeed USB Type C ((10 Gbps Signaling Rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge)), 1 x SuperSpeed USB Type A (5 Gbps Signaling Rate (HP Sleep and Charge)), 1 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v2.0),,Yes,39.62 cm (15.6 inch),3840 x 2160 Pixel,"Ultra HD (4K) AMOLED BrightView Micro-edge Touch Display (400 nits Brightness, 100% DCI-P3 Colour Gamut, 282 PPI)",Built-in Speakers,Integrated Dual Array Digital Microphone,Audio by Bang & Olufsen,,Intel Wi-Fi 6 AX 201 (2x2),v5.0,,357 x 236 x 18 mm,2.14 kg,Not Available,HP Wide Vision HD Webcam (with Camera Shutter),Yes,Full-size Island-style Backlit Cool Grey Keyboard,Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),"Microsoft Office Home and Student 2019, Built-in Alexa Support","83 WHrs Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible, MU-MIMO Supported,",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.6 GHz with Turbo Boost Upto 5 GHz,2933 MHz,12 MB,6,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,,,,,,"40,870",4% ,"38,990",,,,,,,,,,,,,,,,,ASUS
569,"Laptop, Battery, AC Adapter",15s-dr0002TU,7NH60PA,,Silver,Laptop,Processing & Multitasking,4 HOURS,,,No,,,Intel,Core i5,8th Gen,Yes,256 GB,8 GB,DDR4,1 TB,,,,,,Intel Integrated intel,,Windows 10 Home,,,,,,,No,39.62 cm (15.6 inch),1920*1080 pixel,,,,,,,YES,,,,Not Available,,,,,,,,1 YEAR,ONSITE,manufacture defect,physical damage,15s,,,,,,,,,,,,,"92,900",No-discount,"92,900",,,,,,,,,,,,,,,,,APPLE
570,"Adapter, Laptop",K413JA-EK286T,K413JA-EK286T,,Transparent Silver,Laptop,Entertainment,4 hours,,,No,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,,,,,,Intel Integrated,,Windows 10 Home,,,,,,,No,35.56 cm (14 inch),1920 x 1080 pixel,,,,,,,yes,,,,Not Available,,,,,,,,1 year,Onsite,Manufacturing defect,Physical damage,Vivobook Ultra K14,,,,,,,,,,,,,"46,805",9% ,"42,490",,,,,,,,,,,,,,,,,HP
571,"Laptop, battery, power adapter, user guide",GF63 Thin 10SCXR-1617-INBB71075H8G1T0DX10EMH,9S7-16R412-1617,GF63 Thin,Carbon Gray,Gaming Laptop,Processing & Multitasking,,120W Adapter,3,No,GDDR6,4 GB,Intel,Core i7,10th Gen,Yes,256 GB,8 GB,DDR4,1 TB,10750H,,,,,NVIDIA GeForce GTX 1650 Max Q,64 bit,Windows 10 Home,64,,Yes,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,60 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3","3-Cell, 51 Whr Battery",2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",GF63 Thin 10SCXR-1617IN,2.6 GHz with 5 GHz Max Turbo Boost Frequency,,12,,,Realtek ALC 269,,,,,,,"44,442",11%,"39,490",,,,,,,,,,,,,,,,,HP
572,"laptop, ADAPTOR",NX.AG0SI.001,A315-58G,,Silver,Laptop,Processing & Multitasking,upto 4 hours,,,No,DDR5,2 GB,Intel,Core i5,11th Gen,No,,8 GB,DDR4,1 TB,,,,,,NVIDIA GeForce NVIDIA® GeForce® MX350 Graphics,,Windows 10 Home,,,,,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,,,yes,,,,Not Available,,,,,,,,1 year warranty,onsite,manufacture defect,physical gamade,Aspire 3,,,,,,,,,,,,,"67,990",26%,"49,990",,,,,,,,,,,,,,,,,MSI
573,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",15-dg0018TX,7QU46PA#ACJ,Omen X 2S,Shadow Black,Gaming Laptop,"Processing & Multitasking, Gaming",,230 W AC Adapter,6 cell,No,GDDR6,8 GB,Intel,Core i7,9th Gen,Yes,1 TB,16 GB,DDR4,,9750H,Intel HM370,2 Slots,Upto 32 GB,,NVIDIA GeForce RTX 2080,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.1, 1 x USB 3.1 Type C",1 x HDMI Port (v2.0),,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Micro Edge Display (With 144 Hz Refresh Rate),Built-in Dual Speakers,Dual Array Digital Microphone,"Bang and Olufsen Play with DTS Studio Sound, HP Audio Boost 2.0",,IEEE 802.11a/b/g/n/ac,v5.0,Integrated 10/100/1000 Gigabit LAN,362 x 261 x 20 mm,2.38 kg,Not Available,HP Wide Vision Full HD Webcam,,Full Size 4 Zone Lighting Backlit Keyboard,Yes,Multi Gesture Touchpad,"HP Audio Switch, HP Support Assistant, HP Connection Optimizer, Omen Command Center","Li-ion Polymer Battery, Supports Fast Charge, Miracast Certified, World’s First Dual Screen Gaming Laptop",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.6 GHz with Turbo Boost Upto 4.5 GHz,2666 MHz,12 MB,6,,,1 Year,,,,,,"59,990",5% ,"56,990",McAfee LiveSafe 12 Months Subscription,,,,,,,,,Recovery Manager Installer for Windows 10,,,,,,,HP
574,"Laptop, Power Adaptor, User Guide",V330,81B0A0D0IH,,Grey,Thin and Light Laptop,Processing & Multitasking,Upto 6 Hours,,,No,,,Intel,Core i5,8th Gen,No,,4 GB,DDR4,1 TB,,,,,,Intel Integrated Intel UHD Graphics 620,,DOS,,,,,,,No,35.56 cm (14 inch),1920 x 1080 pixel,,,,,,,yes,,,,Not Available,,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,V330,,,,,,,,,,,,,"79,990",27%,"57,990",,,,,,,,,,,,,,,,,ASUS
575,"Laptop, Battery, Power Adapter, User Guide",GF63 Thin 9SCSR-1608IN,9S7-16R412-1608,GF63 Thin,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,No,,8 GB,DDR4,1 TB,9300H,,,,,NVIDIA GeForce GTX 1650 Ti Max Q,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Type-C USB 3.2 (Gen.1), 3 x Type-A USB 3.2 (Gen.1)",1 x HDMI,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Thin Bezel Display (45% NTSC Color Gamut, 60Hz Refresh Rate)",Built-in Dual Speakers,Built-in Microphones,2 x 2 W Speakers,60 Hz,Intel Wireless-AC 9560 (2x2 a/c),v5.0,,359 x 254 x 21.7,1.86 kg,Not Available,HD Type Webcam (720p at 30fps),,Single Backlight Red Keyboard,Yes,,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",51 WHr Battery,2 Year Warranty Term for Gaming,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",GF63 Thin 9SCSR-1608IN,2.4 GHz with Turbo Boost Upto 4.1 GHz,,,,NA,Realtek ALC 233,,,,,,,"87,990",17%,"72,990",,,,,,,,,,,,,,,,,MSI
576,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-ek0015TX,183H1PA#ACJ,Omen,Shadow Black,Gaming Laptop,"Processing & Multitasking, Gaming",,,3 cell,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,10300H,,2 Slots,Upto 32 GB,,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge)), 1 x SuperSpeed USB Type A (5 Gbps Signaling Rate (HP Sleep and Charge)), 1 x Mini Display Port",1 x HDMI Port (v2.0),,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD WLED Backlit Anti-glare IPS Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Audio by Bang & Olufsen,,Intel Wi-Fi 6 AX 201 (2x2),v5.0,Integrated 10/100/1000 Gigabit LAN,357.9 x 239.7 x 22.5 mm,2.36 kg,Not Available,HP Wide Vision HD Webcam,,Full-size Island-style 4-zone RGB Backlit Shadow Black Keyboard,Yes,HP Imagepad with Multi-touch Gesture Support,"HP Support Assistant, HP Audio Switch, HP Audio Boost , HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts","52.5 WHr Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible, Omen Tempest Cooling Technology",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.5 GHz with Turbo Boost Upto 4.5 GHz,2933 MHz,8 MB,4,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,,,,,,"78,999",15%,"66,990",,,,,,,,,,,,,,,,,acer
577,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",14-da0003TU,7BY92PA#ACJ,Chromebook x360,Ceramic White,2 in 1 Laptop,Processing & Multitasking,Upto 11 hours,,3 cell,No,,,Intel,Core i3,8th Gen,No,,8 GB,DDR4,,8130U,,1 Slot,Non Upgradable,,Intel Integrated UHD 620,,Chrome,,Yes,,"1 x USB 3.1, 2 x USB 3.1 Type C",,,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Micro Edge IPS Touch Display,Built-in Dual Speakers,Dual Array Digital Microphones,Audio by Bang and Olufsen Play,,IEEE 802.11a/b/g/n/ac,v4.2,,325.4 x 226.8 x 16 mm,1.68 kg,Not Available,HP TrueVision HD Webcam,,Full Size Backlit Keyboard,,Multi Gesture Touchpad,"HP Audio Switch, Google Chrome, Google Play Store, Google Map, YouTube, Google Photo, Google Docs, Google Spreadsheet, Google Play Music","Li-ion Battery, Seamless Integration of the Chrome OS and Google Play Store, Optimized for Google Assistant, 100 GB of Google Cloud Storage",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.2 GHz with Turbo Boost Upto 3.4 GHz,2133 MHz,4 MB,2,SD Card Reader,,1 Year,Security Lock Slot,,,,,"1,49,999",22%,"1,16,990",,,,,,,,,,Recovery Mode Available,,,64 GB,,,,MSI
578,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",440,1AA10PA#ACJ,ProBook,Silver,Business Laptop,"Travel & Business, Processing & Multitasking",,,3 cell,,,,Intel,Core i3,7th Gen,No,,4 GB,DDR4,500 GB,7100U,,,,7200,Intel Integrated HD620,64 bit,Windows 10 Pro,64 bit,Yes,Yes,"1 x USB Type-C, 1 x USB 2.0, 1 x USB 3.0",1 x HDMI Port,SATA,No,35.56 cm (14 inch),1366 x 768 pixel,HD LED Backlit Display,Yes,Built-in Microphone,,,IEEE 802.11a/b/g/n/ac,v4.2,10/100/1000 Mbps,,,Not Available,HD Webcam,,Standard Keyboard,,Touchpad with Multi-touch Gesture Support,,Li-ion Battery,3 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,ProBook 440,2.4 GHz,,3 MB,,SD Card Reader,,3 Year,,,,,,"34,500",8% ,"31,490",,,,,,,,,,,,,,,,,HP
579,"Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-53,NH.QCYSI.008,Predator Helios 300,Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7 hours,230 W AC Adapter,4 cell,No,GDDR6,6 GB,Intel,Octa Core i7,10th Gen,Yes,256 GB,16 GB,DDR4,1 TB,10870H,Mobile Intel HM470 PCH Chipset,2 slots,Upto 32 GB,7200,NVIDIA GeForce RTX 3060,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-Off Charging, 2 x USB 3.2 Gen 1 Ports",1 x HDMI,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit IPS ComfyView Display (300 nits Brightness, 72% NTSC Color Gamut)",Built-in Speakers,Built-in Dual Microphones,"DTS X : Ultra Audio, Featuring Optimized Bass, Loudness, Speaker Protection with up to 6 Custom Content Modes by Smart Amplifier, Supported in Windows Spatial Sound for PC Gaming with DTS License Integrated, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technology with Dual Built-in Microphones. Features Include Far-Field Pickup, Keystroke Suppression, Adaptive Beam Forming, and Pre-Defined Personal and Conference Call Modes, Compatible with Cortana with Voice, Acer TrueHarmony Technology for Lower Distortion, Wider Frequency Range, Headphone-Like Audio and Powerful Sound",144 Hz,Killer Wi-Fi 6 AX1650i,v5.1,"Killer Ethernet E2600, 10/100/1000 Mbps",363.4 x 255 x 22.9,2.3 kg,Not Available,720p HD Webcam,No,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,Multi-Gesture Touchpad,"PredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access","59 WHr Li-ion Battery, BIOS User, Supervisor Passwords",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,"44,908",2% ,"43,990",,,,,,,,,,,,,,,,,HP
580,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",13-ar0118AU,9FM75PA#ACJ,Envy 13,NightFall Black,2 in 1 Laptop,Processing & Multitasking,Upto 13 hours,65 W AC Adapter,4 cell,No,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,,3500U,,,,,AMD Radeon Vega 8,64 bit,Windows 10 Home,64 bit,Yes,,"2 x USB 3.1 ((1st Gen) (Data Transfer Only)), 1 x USB 3.1 Type C ((1st Gen) ((Disply Port 1.2, Power Delivery 3.0, HP Sleep and Charge))",,,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,"Full HD WLED Backlit IPS BrightView Micro Edge Display with Multi Touch Enabled Edge-to-edge Glass with Corning Gorilla Glass NBT (300 nits Brightness, 166 ppi, 72% Color Gamut, 78.66% Screen to Body Ratio (STB))",Built-in Quad Speakers,Integrated Dual Array Digital Microphone,"Bang and Olufsen Play, HP Audio Boost 2.0",,Realtek 802.11b/g/n/a/ac (2x2),v4.2,,306 x 212 x 14.7 mm,1.3 kg,Not Available,HP Wide Vision HD Webcam,,Full-size Island-style Backlit Keyboard,Yes,HP Imagepad with Multi-touch Gesture Support,"HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Command Center, HP Support Assistant, HP Documentation, HP JumpStart","53.2 WHr Li-ion Prismatic Battery, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.1 GHz with Turbo Boost Upto 3.7 GHz,,6 MB,4,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,,,,,,"45,892",9% ,"41,490",,,,,,,,,,HP Recovery Manager,,,,,,,HP
581,"Laptop, Charger, Manual, Warranty Card",EliteBook 1040 G4,1040,G4,Silver,Laptop,"Gaming, Performance, Processing & Multitasking",8 Hours,,,Yes,,,Intel,Core i7,7th Gen,Yes,1 TB,16 GB,SDR,,,,,,,Intel Integrated Graphics 620,64 bit,Windows 10 Pro,,,,,,,Yes,35.56 cm (14 inch),1920 x 1080$$ pixel,,,,,,Yes,4.1,Yes,,,Not Available,Yes,,,,,,,3 Year,Hp Service Center,Manufacturing Defect,Physical Damage,EliteBook 1040,,,,,,,,,,,,,"28,420",3% ,"27,490",,,,,,,,,,,,,8 GB,,,,HP
582,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",15-ax252TX,1ZU02PA#ACJ,OMEN,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,,4 cell,Yes,GDDR5,4 GB,Intel,Core i7,7th Gen,Yes,128 GB,8 GB,DDR4,1 TB,7700HQ,,2 Slots,Upto 16 GB,7200,NVIDIA GeForce GTX 1050Ti,64 bit,Windows 10 Home,64 bit,Yes,Yes,"2 x USB 3.1, 1 x USB 2.0",1 x HDMI Port (v2.0),SATA,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD LED Backlit Anti-glare Display,Built-in Dual Speakers,Dual Array Digital Microphone,"True Audio Perfection on a PC, HP Audio Boost - Smart Amp, Bang and Olufsen Audio",,IEEE 802.11ac,v4.2,10/100/100 Gigabit Ethernet,382.5 x 252.5 x 24.38 mm,2.20 kg,Not Available,HP Wide Vision HD Webcam,,Dragon Red Backlit Island-style Keyboard with Numeric Keypad,Yes,HP Imagepad with Multi-touch Gesture Support,Microsoft Office Home and Student 2016,"Miracast Certified, Intel WiDi Support, Li-Polymer Battery, Supports Fast Charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.8 GHz with Turbo Boost Upto 3.8 GHz,2400 MHz,6 MB,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,Kensington Lock Slot,,,,Trusted Platform Module (TPM) 2.0,"57,600",11%,"50,990",McAfee Livesafe 12 Months Subscription,,,,,,,,,,,,,,,,acer
