Model Number,Model Name,Color,Connectivity,OS,Operating System Version,RAM,Voice Call,Display Size,Sales Package,Display Resolution,Primary Camera,Internal Storage,Processor Speed,Sim Type,Warranty Summary,Display Resolution Type,Display Supported Network,Processor Type,Series,Additional Features,Sim Size,Multi-touch,Sensors,ROM,Battery Capacity,Document Viewer,E-mail,Secondary Camera,Video Recording Resolution,Video Recording,Full HD Recording,HD Recording,Flash,Other Camera Features,2G,3G,Edge,GPRS,Bluetooth Version,USB,Browser,Headphone Jack,Wi-fi Version,Other Connectivity Features,Other Display Features,Display Type,Video Formats Supported,Full HD Playback,HD Playback,Video Playback,Audio Formats Supported,GPS Support,GPS Type,Map Support,Expandable Storage Capacity,Memory Card Slot Type,Memory Card Support,Warranty,Warranty Service Type,Domestic Warranty,Covered in Warranty,Not Covered in Warranty,Warranty Period,Supported Network,Battery Type,Touch Screen Type,Display PPI,Battery Features,RAM Type,Digital Zoom,MRP Price,Discount,Discounted_price,Brand
V9-3,Kids Android 10,Pink,Wi-Fi Only,Android,10 (Go Edition),2 GB,No,17.78 cm (7 inch),"Tablet, Power Adapter (5V/2A), Micro USB Cable, User Manual and Warranty Card",1024 × 600 Pixels,2 Megapixels,32 GB,1.5 GHz,No Sim,1 Year Limited Product Warranty,HD,,Quad Core Processor,,"Built-in Parental Control App, Google Certified Play Store, Soft Cover Silicone case Included",,Yes,,32 GB,2800 mAh,Yes,Yes,0.3 Megapixels,,Yes,,,,,No,No,,,v4.0,"Yes, Micro USB",Android,3.5 mm,802.11 b/g/n,,HD LED Backlit LCD IPS Touch Display,IPS,,,Yes,Yes,,No,,Google Maps,,microSD,Yes,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,,Lithium-ion,,,,DDR3,,,,,Lenovo
7 Plus,7 Plus,Silver,Wi-Fi Only,Android,4.2.2 (Jelly Bean),1 GB,,17.78 cm (7 inch),1 Tablet,1024 x 600 pixels,2 megapixels,8 GB,1 GHz,No Sim,,SD,,ARM Cortex-A7 Quad Core,,"Stereo Speakers, Microphone x 1",,Multi-touch,G-Sensor,,3000 mAh,,Yes,0.3 megapixels,,,,,,,No,No,,,,"Yes, Micro USB 2.0",Android,3.5 mm,802.11 b/g/n,"USB OTG Support, Bluetooth Tethering, USB Tethering",Wide View Angle,IPS LCD,,,,,"MP3, WAV, FLAC",,,,32 GB,microSD,Yes,12 months,,,,,12 months,,,Capacitive,,3000 mAh,DDR3,,,,,Lenovo
MP1L2HN/A,iPad,Silver,Wi-Fi+4G,iOS,10,,No,24.64 cm (9.7 inch),"iPad, Lightning to USB Cable, USB Power Adapter, User Manual, Warranty Card",2048 x 1536 Pixels,8 Megapixels,32 GB,,Single Sim,"1 Year on Tablet, 6 Months on Accessories",Full HD,LTE,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,,"Built-in Stereo Speakers, Digital Compass, Fingerprint Identity Sensor Built into the Home Button, Siri, Operating Ambient Temperature: 0 Degree to 35 Degree C, Non-operating Temperature: -20 Degree to 45 Degree C, Relative Humidity: 5% to 95% Non-condensing, Operating Altitude: Tested Upto 3000 Metres (10000 Feet)",Nano Sim,Yes,"Touch ID, Three-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",32 GB,,Yes,Yes,1.2 Megapixels,1920 x 1080 pixels,Yes,Yes,Yes,,"Rear Camera: Autofocus, Panorama, HDR, Exposure Control, Burst Mode, Tap to Focus, Timer Mode, f/2.4 Aperture, Five-element Lens, Hybrid IR Flter, Backside Illumination, Auto Image Stabilisation, Face Detection, Photo Geotagging, Video Image Stabilisation, Slow Motion (120 fps), 3x Video Zoom, Video Geotagging, Front Camera: F/2.2 Aperture, 720p HD Video Recording, Backside Illumination, Face Detection, Burst Mode, Exposure Control, Timer Mode",Yes,Yes,Yes,,v4.2,"Yes, Lightning to USB",Safari,3.5 mm,802.11 a/b/g/n/ac,"Bluetooth Support, Lightning","LED Backlit Display with IPS Technology, Fingerprint-resistant Oleophobic Coating",Retina Display,"MPEG‑4, H.264, MP4, Mov",,,Yes,"AAC, MP3, AIFF, WAV",Yes,"A-GPS, GLONASS",Maps,,,No,,Carry In,,Manufacturing Defects,Physical Damage,,"GSM, WCDMA, 4G LTE",Lithium Polymer,,264 ppi,,,,,,,Maplin
MXAU2HN/A,iPad Pro 2020 (4th Generation),Silver,Wi-Fi Only,iPadOS,13.4,6 GB,No,32.77 cm (12.9 inch),"iPad Pro, USB Type C Charge Cable (1 metre), 18 W USB Type C Power Adapter, User Manual, Warranty Card",2732 x 2048 Pixels,12 Megapixels,256 GB,2.5 GHz,No Sim,1 Year Limited Hardware Warranty,Quad HD,NA,A12Z Bionic Chip with 64-bit Architecture (Neural Engine) with Embedded M12 Coprocessor,,"Video Calling: FaceTime Video (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Audio Calling: FaceTime Audio (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Quad Audio Speaker, 5 x Studio Quality Microphones for Calls, Video Recording and Audio Recording, Digital Compass, iBeacon Micro Location, Face ID (Enabled by TrueDepth Camera for Facial Recognition, Unlock iPad, Secure Personal Data within Apps, Make Purchases from the iTunes Store, App Store and Apple Books), Siri: Use Voice to Send Messages, Set Reminders and More, Accessibility Includes VoiceOver, Magnifier, Closed Captions, Voice Control, Siri and Dictation, AssistiveTouch, Zoom, Switch Control, Speak Screen, Supports Dolby Vision and HDR10 Content",,Yes,"Face ID, LiDAR Scanner, Three-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",256 GB,,Yes,Yes,7 Megapixels,"4K, 1080P, 720P pixels",Yes,Yes,Yes,Yes,"Rear Camera: 12 MP (Wide) + 10 MP (Ultra Wide), F/1.8 Aperture (12 MP), F/2.4 Aperture and 125 Degree Field of View (10 MP), Five Element Lens (Wide and Ultra Wide), Brighter True Tone Flash, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Backside Illumination Sensor, Hybrid IR Filter, Autofocus with Focus Pixels (Wide), Tap to Focus with Focus Pixels (Wide), Wide Color Capture for Photos and Live Photos, Exposure Control, Noise Reduction, Smart HDR for Photos, Auto Image Stabilisation, Burst Mode, Timer Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Slow‑motion Video Support for 1080p at 120 fps or 240 fps (Wide) and 240 fps (Ultra Wide), Time Lapse Video with Stabilisation, Continuous Autofocus Video, Video Geotagging, Video Formats Captured: HEVC and H.264, Front Camera: Animoji and Memoji, Portrait Mode, Portrait Lighting, Retina Flash, F/2.2 Aperture, Smart HDR, Auto Image Stabilisation, Burst Mode, Exposure Control, Timer Mode, Wide Color Capture for Photos and Live Photos",No,No,,,v5.0,"Yes, USB Type C",Safari,,802.11ax (Wi-Fi 6),"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity, HT80 with MIMO","LED Backlit Multi Touch Liquid Retina Display with Fingerprint Resistant Oleophobic Coating Fully Laminated Display, ProMotion Technology, Wide Color Display (P3), True Tone Display, 600 nits Brightness, Anti-reflective Coating, 1.8% Reflectivity",IPS,"H.264 Video Upto 4K, 30 Frames Per Second, High Profile Level 4.2 with AAC‑LC Audio Upto 160 Kbps, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, MPEG-4 Video Upto 2.5 Mbps, 640 x 480 Pixels, 30 Frames Per Second, Simple Profile with AAC‑LC Audio Upto 160 Kbps Per Channel, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, Motion JPEG (M‑JPEG) Upto 35 Mbps, 1280 x 720 Pixels, 30 Frames Per Second, Audio in Ulaw, PCM Stereo Audio in .avi File Format",Yes,Yes,Yes,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Dolby Atmos, Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+), Apple Lossless, AIFF and WAV",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,,Lithium Polymer,,264 PPI,,,5x,,,,Maplin
C640-13IML,Yoga C640,Iron Grey,,,,8 GB,,,"2 in 1 Laptop, Power Adaptor, 1 Stylus, User Guide, Warranty Documents",,,,,,1 Year Onsite Warranty,,,,Yoga C640,Li-ion Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onsite,1 Year,Manufacturing Defects,Physical Damage,,,,,,,DDR4,,,,,Maplin
P480,Canvas P480,White,Wi-Fi+3G,Android,"4.4 (KitKat), Upgradable to v5 (Lollipop)",1 GB,Yes,17.78 cm (7 inch),"OTG Cable, User Guide, Earphone, Warranty Card, Charger, USB Cable, Screen Guard, Tablet",1024 x 600 pixels,5 megapixels,8 GB,1.3 GHz,Dual Sim,,,GSM + WCDMA,Quad Core,,"Multi-tasking, Quick Look Launcher, Saavn, HelloTV, Camera Widget, MAD, True Caller",,,"Gravity Sensor, Light Sensor, Proximity Sensor",8 GB,3000 mAh,,Yes,2 megapixels,1280 x 720 pixels,Yes,,Yes,,"Primary Camera: Flash Support, Auto Focus, Secondary Camera: Selfies, Fixed Focus",Yes,Yes,,,4,"Yes, Micro USB",Android,,,"Bluetooth Support, OTG Support",WSVGA Display,TFT IPS,"MP4, 3GP",,Yes,Yes,MP3,Yes,,Google Maps,32 GB,microSD,Yes,12 months,,,,,12 months,"GSM, WCDMA",Lithium - Polymer,,,,,,,,,HP
K20,k20,Shine Blue,,,,3 GB,,14.48 cm (5.7 inch),,,13MP + 5MP,32 GB,,,6 Month warranty For Handset and 3 Month Warranty for Accessories,,,Quad Core,K20,,,,Finger Print Sensor,,3000 mAh,,,5MP Front Camera,1920 x 1080,,,Yes,Yes,,,Yes,,,4.0,,Chrome,,,,,5,,,,,,No,,Yes,,Dedicated Slot,,,Repair,6 Months,Mobile Phone,Battery & Accessories,,,Li-Ion,,,,,Yes,"1,39,080",24%,"1,04,990",APPLE
K20,k20,Rosegold,,,,3 GB,,14.48 cm (5.7 inch),,,13MP + 5MP,32 GB,,,6 Month warranty For Handset and 3 Month Warranty for Accessories,,,Quad Core,K20,,,,Finger Print Sensor,,3000 mAh,,,5MP Front Camera,1920 x 1080,,,Yes,Yes,,,Yes,,,4.0,,Chrome,,,,,5,,,,,,No,,Yes,,Dedicated Slot,,,Repair,6 Months,Mobile Phone,Battery & Accessories,,,Li-Ion,,,,,Yes,"21,999",13%,"18,999",I kall
K20,k20,Gold,,,,3 GB,,14.48 cm (5.7 inch),,,13MP + 5MP,32 GB,,,6 Month warranty For Handset and 3 Month Warranty for Accessories,,,Quad Core,K20,,,,Finger Print Sensor,,3000 mAh,,,5MP Front Camera,1920 x 1080,,,Yes,Yes,,,Yes,,,4.0,,Chrome,,,,,5,,,,,,No,,Yes,,Dedicated Slot,,,Repair,6 Months,Mobile Phone,Battery & Accessories,,,Li-Ion,,,,,Yes,"35,500",38%,"21,999",Tecno
Yoga 7 14ITL5 U1a,,Slate Grey,,,,16 GB,,,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,1 Year Onsite Warranty,,,,Yoga 7,71 WHr Li-ion Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onsite,1 Year,Manufacturing Defects,Physical Damage,,,,,,,DDR4,,"21,999",13%,"18,999",APPLE
K20,k20,Black,,,,3 GB,,14.48 cm (5.7 inch),,,13MP + 5MP,32 GB,,,6 Month warranty For Handset and 3 Month Warranty for Accessories,,,Quad Core,K20,,,,Finger Print Sensor,,3000 mAh,,,5MP Front Camera,1920 x 1080,,,Yes,Yes,,,Yes,,,4.0,,Chrome,,,,,5,,,,,,No,,Yes,,Dedicated Slot,,,Repair,6 Months,Mobile Phone,Battery & Accessories,,,Li-Ion,,,,,Yes,"36,000",40%,"21,499",TCL
SM-T561NZKAINS,Galaxy Tab E,Metallic Black,Wi-Fi+3G,Android,4.4 (KitKat),1.5 GB,Yes,24.38 cm (9.6 inch),1 Tablet,1280 x 800 pixels,5 megapixels,8 GB,1.3 GHz,Single Sim,,HD,,Quad Core,,"7-pin Micro USB, PC Sync: Samsung Kies 2.0",3FF,,Accelerometer,8 GB,5000 mAh,,Yes,2 megapixels,1280 x 720 pixels,Yes,,Yes,,"Primary Camera: Auto Focus, Secondary Camera - Resolution CMOS 2.0 MP",Yes,Yes,,,4,"Yes, Micro USB 2.0",Android,3.5 mm,802.11 b/g/n,Bluetooth Support,WXGA Display,TFT,"MP4, M4V, 3GP, 3G2, MKV, WEBM",Yes,Yes,Yes,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",Yes,GLONASS,Google Maps,128 GB,microSD,Yes,12 months,,,,,12 months,WCDMA,,,,5000 mAh,,,"20,000",30%,"13,999",TCL
D1 Super,Super,Gold,,,,3 GB,,13.97 cm (5.5 inch),,,13MP Rear Camera,32 GB,,,"Three month warranty other than breakage. Customer need to send the product to nearest service center , in case, there is no service center nearby the product should be send to company back for repair.",,,Mediatek,D1,,,,"light Sensor, Fingerprint Sensor, proximity sensor",,3000 mAh,,,8MP Front Camera,1920 x 1080,Yes,Yes,Yes,Yes,,,Yes,,Yes,4.2,,Chrome,,,,,Ips,,,,,,Yes,,Google,,Dedicated Slot,,,Domestic,3 Months,Mobile,Accessories,,,Li Polymer,,,,,Yes,"18,000",30%,"12,499",Maplin
YT3-X90L,Yoga Tab 3 Pro,Puma Black,Wi-Fi+4G,Android,5.1 (Lollipop),2 GB,Yes,25.65 cm (10.1 inch),"Tablet, Charger, USB Cable, Quick Start Guide",2560 x 1600 pixels,13 megapixel,32 GB,2.24 GHz,Single Sim,"1 Year on Product, 6 Months on Accessories",Quad HD,LTE,Intel Atom x5 Z8500 Quad Core,,"4 Front-facing JBL Speakers with Dolby Atmos, AnyPen Technology, 4 Modes (Stand Mode, Hold Mode, Tilt Mode, Hang Mode), Integrated Rotatable Projector",Micro SIM,Yes,"G-Sensor, Ambient Light Sensor, eCompass",32 GB,10200 mAh,Yes,Yes,5 megapixel,,Yes,,,,"Primary Camera: Auto Focus, Secondary Camera: Fixed Focus",Yes,Yes,Yes,Yes,4.0,"Yes, Micro USB",Android,3.5 mm,802.11 a/b/g/n/ac,"Bluetooth Support, OTG Support",,IPS,MP4,,,Yes,MP3,Yes,"A-GPS, GLONASS",Google Maps,128 GB,microSD,Yes,,Carry In,,Manufacturing Defects,Physical Damage,,4G LTE,Li-ion,,,,DDR3,,"25,000",36%,"15,999",I kall
MD528HN/A,iPad mini,Space Grey,Wi-Fi Only,iOS,6,,No,20.07 cm (7.9 inch),"iPad Mini, USB Power Adapter, Lightning to USB Cable",1024 x 768 pixels,5 megapixels,16 GB,,No Sim,,SD,,Dual Core A5,,,,,"Ambient Light Sensor, Three-axis Gyro, Accelerometer, Digital Compass",,,Yes,Yes,1.2 megapixels,1080 x 1920 pixels,Yes,Yes,Yes,,,No,No,,,4,,Safari,3.5 mm,IEEE 802.11a/b/g/n,"Built-in Speakers, Lightning Connector","LED Backlit Multi-touch Display with IPS Technology, Fingerprint-resistant Oleophobic Coating",LCD,"MPEG-4, Motion JPEG (M-JPEG), .mov, H.264, .mp4, AAC-LC, .m4v, .avi",Yes,Yes,Yes,"4, Audible Enhanced Audio, 3, WAV, AAX and AAX), AIFF, MP3 VBR, AAC, MP3, Audible (Formats 2, Protected AAC, HE-AAC, Apple Lossless",,,Yes,,,,12 months,,,,,12 months,,Lithium - Polymer,Assistive,,16.3 Watt,,,"25,000",44%,"13,999",lenovo
AGS2-AL00HN,Pad 5,Glacial Blue,Wi-Fi+4G,Android,8.0 (Oreo),4 GB,Yes,25.65 cm (10.1 inch),"Tablet, Power Adapter, USB Cable, Eject Pin, User Manual, Warranty Card",1920 x 1200 Pixels,8 Megapixels,64 GB,2.36 GHz,Single Sim,"1 Year on Tablet, 6 Months on Battery",Full HD,LTE,Kirin 659 (64-bit) Octa Core (4 x Cortex A53 at 2.36 GHz + 4 x Cortex A53 at 1.7 GHz),,"Built-in Dual Stereo Speakers, Harman / Kardon Audio Tuning, Fingerprint Unlock",Nano SIM,Yes,"Gravity Sensor, Fingerprint sensor",64 GB,5100 mAh,Yes,Yes,2 Megapixels,,Yes,Yes,Yes,,Autofocus Rear Camera and Fixed Focus Front Camera,Yes,Yes,Yes,Yes,v4.2,"Yes, Micro USB 2.0",Android,3.5 mm,802.11 a/b/g/n/ac,"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity",Full HD Multi touch IPS Display,IPS,"MP4, 3GP, AVI",Yes,Yes,Yes,MP3,Yes,"A-GPS, GLONASS",Google Maps,256 GB,microSD,Yes,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,"GSM, WCDMA, 4G LTE",Lithium Polymer,,224 PPI,,,,"6,250",8% ,"5,750",SAMSUNG
MHW53HN/A,iPad Pro 2021 (3rd Generation),Space Grey,Wi-Fi+5G,iPadOS,14,8 GB,No,27.94 cm (11 inches),"iPad Pro, USB-C Charge Cable (1 metre), 20W USB-C Power Adapter",2388 x 1668 Pixels,12 Megapixels,128 GB,,Single Sim,1 Year Warranty,Quad HD,LTE,Apple M1 Chip,,"FaceTime Video, Centre Stage, iPad to any FaceTime-Enabled Device over Wi-Fi or Cellular, FaceTime Audio, Four Speaker Audio, Five Studio-Quality Microphones for calls, Video Recording and Audio Recording, Enabled by TrueDepth Camera for Facial Recognition, Unlock iPad, Secure Personal Data within Apps, Make purchases from the iTunes Store and the App Store, Use your voice to Send Messages, Set Reminders and more, Get Proactive Suggestions, Use Hands-Free, Listen to and identify Songs, Built-in 40.88-Watt-Hour Rechargeable Battery, VoiceOver, Magnifier, Closed Captions, Voice Control, Siri and Dictation, AssistiveTouch, Zoom, Switch Control, Speak Screen, Apple Pencil, Magic Keyboard, Next Level Performance, Built-in GPS/GNSS, Cellular",Nano SIM,Yes,"Face ID Sensor, LiDAR Scanner Sensor, Three-Axis Gyro Sensor, Accelerometer Sensor, Barometer Sensor, Ambient Light Sensor",128 GB,,Yes,Yes,12 Megapixels,,Yes,Yes,Yes,Rear Camera - Brighter True Tone flash | Front Camera - Retina Flash,"Pro Camera System: Wide and Ultra Wide cameras, Wide: 12MP, f/1.8 Aperture, Ultra Wide: 10MP, f/2.4 Aperture and 125 degree Field of view, 2x Optical Zoom out, Digital Zoom up to 5x, Five-Element Lens (Wide and Ultra Wide), Brighter True Tone flash, Panorama (up to 63MP), Sapphire Crystal Lens Cover, Autofocus with Focus Pixels (Wide), Smart HDR 3, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red-Eye Correction, Photo Geotagging, Auto Image Stabilisation, Burst mode, Image Formats Captured: HEIF and JPEG, 12MP Ultra Wide camera, 122 degree field of view, f/2.4 aperture, Portrait mode with advanced bokeh and Depth Control, Portrait Lighting with six effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono), Animoji and Memoji, Smart HDR 3, 1080p HD video recording at 25 fps, 30 fps or 60 fps, Time-lapse video with stabilisation, Extended dynamic range for video up to 30 fps, Cinematic video stabilisation (1080p and 720p), Wide colour capture for photos and Live Photos, Lens correction, Retina Flash, Auto image stabilisation, Burst mode",,Yes,Yes,Yes,v5.0,Type C USB,,,"5G NR (Bands n1, n2, n3, n5, n7, n8, n12, n20, n25, n28, n38, n40, n41, n66, n71, n77, n78, n79)4, 5G NR mmWave (Bands n260, n261), FDD-LTE (Bands 1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 66, 71), TD-LTE (Bands 34, 38, 39, 40, 41, 42, 46, 48), UMTS/HSPA/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz), GSM/EDGE (850, 900, 1800, 1900 MHz), Data only, Wi-Fi calling, eSIM",HT80 with MIMO,"LED Backlit Multi-touch IPS Display, Promotion Technology, Wide Color Display, True Tone Display, Fully Laminated Display, Antireflective Coating, Fingerprint-resistant Oleophobic Coating",Liquid�Retina�Display,"HEVC, H.264, MPEG-4 Part 2, Motion JPEG, HDR with Dolby Vision, HDR10 and HLG",Yes,Yes,Yes,"AAC-LC, HE-AAC, HE-AAC v2, Protected AAC, MP3, Linear PCM, Apple Lossless, FLAC, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Dolby Atmos and Audible (formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+), Spatial Audio Playback, User-Con?gurable Maximum Volume Limit",Yes,,Maps,,,,1 Year,,,,,1 Year,"5G, 4G LTE, UMTS, GSM",Lithium Polymer,Multi-Touch,264 PPI,Up to 9 hours of Surfing the Web using a Cellular Data Network,,Yes,"21,999",13%,"18,999",Lenovo
7ci,7ci,Black,Wi-Fi+3G,Android,4.0,512 MB,Yes,cm (7 inches inch),"OTG Cable, Charger, Tablet",800x480 pixels,0.3 megapixels,4 GB,1 GHz,No Sim,1 year,SD,"GSM, WCDMA",Cortex A7,Ubislate,,No SIM,,"Light Sensor, Accelerometer, Proximity Sensor",,2400 mAh,Yes,Yes,0.3 megapixels,640x480 pixels,,,,,,Yes,Yes,Yes,Yes,2.0,,,3.5 mm,802.11b/g/n,,,TFT,"3GP, AVI, FLV, MP4",,,Yes,"MP3, WAV, AAC",,,,32 GB,,Yes,,Repair,1 Year,Manufacturer defect,Physical Damage,,"GSM, WCDMA",Li-Po,Capacitive,133 PPI,3.7 V,,4x,"6,529",No-discount,"6,529",SAMSUNG
SM-T285NZKSINS,Galaxy Tab A,Black,Wi-Fi+4G,Android,5.1 (Lollipop),1.5 GB,Yes,17.78 cm (7 inch),"Tablet, Battery, AC Power Adapter, USB Cable, User Manual, Warranty Card",1280 x 800 Pixels,5 Megapixels,8 GB,1.5 GHz,Single Sim,"1 Year on Tablet, 6 Months on Accessories",HD,LTE,Qualcomm Snapdragon Quad Core Processor,,"FM Radio, Applications: Kids Mode 4.0, Smart Switch",Micro SIM,Yes,Accelerometer,8 GB,4000 mAh,Yes,Yes,2 Megapixels,,Yes,,,,Auto Focus Rear Camera,Yes,Yes,,,v4.0,"Yes, Micro USB 2.0",Android,3.5 mm,802.11 b/g/n,"Bluetooth Support, Wi-Fi Direct",LED Backlit TFT Display,TFT,MP4,,,Yes,MP3,Yes,"A-GPS, GLONASS",Google Maps,200 GB,microSD,Yes,1 Year,Carry In,,Manufacturing Defects,Physical Damage,1 Year,"4G VoLTE, WCDMA, GSM",Lithium Polymer,,,,,,"37,900",,"37,825",Lenovo
SM-T285YZDYINS,Galaxy J Max,Gold,Wi-Fi+4G,Android,5.1 (Lollipop),1.5 GB,Yes,17.78 cm (7 inch),"Tablet, Charger, Wire, Bluetooth (MG920)",1280 x 800 pixels,8 Megapixels,8 GB,1.5 GHz,Single Sim,"1 Year on Tablet, 6 Months on Accessories",,"LTE, GSM",Quad Core,,"Ultra Data Saving Mode, S-Bike, Wi-Fi Direct, PC Sync: Smart Switch (PC Version), FM Stereo",,,,8 GB,4000 mAh,,Yes,2 megapixels,,,,,LED,"Primary Camera: f/1.9, Auto Focus; Secondary Camera: f/2.2",Yes,Yes,,,4,"Yes, USB 2.0",Android,,802.11 b/g/n,Bluetooth Support,WXGA Display,,,,,Yes,MP3,,,,200 GB,microSD,Yes,12 months,,,,,12 months,4G LTE,Lithium - Ion,,,,,,"13,500",29%,"9,499",Lenovo
8088Q-3AALIN1,3T 10,Prime Black,Wi-Fi+4G,Android,9.0 (Pie),2 GB,Yes,25.4 cm (10 inch),"Tablet, Power Adapter, USB Cable, User Manual, Warranty Card",1280 x 800 Pixels,2 Megapixels,16 GB,1.28 GHz,Single Sim,"1 Year on Tablet, 6 Months on Accessories",HD,4G VoLTE,MediaTek Quad Core (MT8765B),,"Face Unlock, FM Radio, Dual Speakers, Far Field AI Voice Control, Wi-Fi Display",Nano SIM,Yes,"G-Sensor, Gyroscope",16 GB,4080 mAh,Yes,Yes,5 Megapixels,,Yes,,Yes,,,Yes,Yes,Yes,Yes,v4.2,"Yes, USB 2.0",Android,3.5 mm,802.11 a/b/g/n,"Wi-Fi Direct, OTG and Bluetooth Support",HD LED Backlit Multi Touch IPS Display,IPS,"MP4, 3GP, AVI",Yes,Yes,Yes,MP3,Yes,A-GPS,Google Maps,128 GB,microSD,Yes,1 Year,Carry In,,Manufacturing Defects,Physical Damage,1 Year,"4G VoLTE, WCDMA, GSM",Li-ion,Capacitive,,,,,"14,000",28%,"9,999",Lenovo
BGO-DL09,MediaPad T2,Champagne Gold,Wi-Fi+4G,Android,6.0 (Marshmallow),2 GB,Yes,17.78 cm (7 inch),"Tablet, Charger, USB Data Cable, Quick Start Guide, Warranty Card",1024 x 600 Pixels,2 Megapixels,16 GB,1.5 GHz,Single Sim,"1 Year on Tablet, 6 Months on Accessories",,LTE,Spreadtrum SC9830I ARM Cortex-A7 Quad Core Processor,,"Light Metal Unibody and Ultra Thin 8.5 mm Design, Support LTE Cat 4, 3.5 mm Stereo Headset Jack, Dual Color Charging Indicator",Micro SIM,Yes,Accelerometer,16 GB,4100 mAh,Yes,Yes,2 Megapixels,,Yes,,,,Fixed Focus Rear and Front Camera,Yes,Yes,,,v4.0,"Yes, Micro USB",Android,3.5 mm,802.11 b/g/n,"Wi-Fi Direct, Bluetooth Support , OTG Support, USB Tethering and Wi-Fi Hotspot for Internet Sharing","LED Backlit Multi Touch Display with IPS Technology (Contrast: 800:1, Brightness: 350 nits)",IPS,MP4,,,Yes,MP3,Yes,"A-GPS, GLONASS",Google Maps,128 GB,microSD,Yes,12 Months,Carry In,,Manufacturing Defects,Physical Damage,12 Months,"GSM, WCDMA, 4G LTE",Li-ion Polymer,Capacitive,169 ppi,,,,"56,282",11%,"49,590",Lenovo
Elan 3x32,Elan 3x32,Matte Black,Wi-Fi+4G,Android,8.1 oreo,3 GB,Yes,25.65 cm (10.1 inch),"Tablet, Charger, DC Round Pin Cable, USB Cable, OTG Cable, Stero Headsets, User Manual, Warranty Card and Carry Pouch",1280 x 800 Pixels,5 megapixels,32 GB,1.3 GHz,Dual Sim,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,HD,,,,,micro SIM,,,32 GB,7000 mAh,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,4.0,Micro USB,,,,,,,,,,,,,,,64 GB,microSD,Yes,,Repaire,1 Year,Manufacturer defect,"Burn,Damage,Liquid infected",,"GSM, 4G VoLTE",Li-Polymer,,,,DDR3,,"24,844",11%,"21,990",Lenovo
